Degree,Year,Actual,Predicted
8,1980,0.5583698,0.39751386642456055
8,1981,0.6123098,0.4178786277770996
8,1982,0.39656603,0.4389786720275879
8,1983,0.5861076,0.46068382263183594
8,1984,0.41029125,0.4828629493713379
8,1985,0.41202748,0.5053844451904297
8,1986,0.45798472,0.5281109809875488
8,1987,0.60532415,0.550905704498291
8,1988,0.6444495,0.5736327171325684
8,1989,0.5415481,0.5961623191833496
8,1990,0.7228801,0.6183624267578125
8,1991,0.7011943,0.6401228904724121
8,1992,0.48719457,0.6613225936889648
8,1993,0.52800494,0.6818737983703613
8,1994,0.59584755,0.7016887664794922
8,1995,0.7391639,0.7207045555114746
8,1996,0.6389871,0.7388734817504883
8,1997,0.7846063,0.7561712265014648
8,1998,0.93963945,0.7726011276245117
8,1999,0.6867827,0.7881975173950195
8,2000,0.6933825,0.8030228614807129
8,2001,0.8515781,0.8171734809875488
8,2002,0.9057643,0.8307895660400391
8,2003,0.9064679,0.8440461158752441
8,2004,0.82966846,0.8571734428405762
8,2005,0.96916026,0.8704462051391602
8,2006,0.93485045,0.8841953277587891
8,2007,0.9539991,0.8987994194030762
8,2008,0.8279476,0.9147157669067383
8,2009,0.9590794,0.9324550628662109
8,2010,1.0426692,0.952606201171875
8,2011,0.8999955,0.9758262634277344
8,2012,0.9399048,1.002854824066162
8,2013,0.9858731,1.0345182418823242
8,2014,1.0351694,1.0717291831970215
8,2015,1.1874121,1.1154990196228027
9,1925,0.08015577,0.10199141502380371
9,1926,0.23974274,0.1100456714630127
9,1927,0.13318415,0.12120866775512695
9,1928,0.15583193,0.13474798202514648
9,1929,-0.030145284,0.1500093936920166
9,1930,0.18549232,0.16640782356262207
9,1931,0.25890008,0.1834251880645752
9,1932,0.21683604,0.20061111450195312
9,1933,0.039953325,0.2175745964050293
9,1934,0.1879609,0.2339775562286377
9,1935,0.15623851,0.24953937530517578
9,1936,0.1927768,0.264026403427124
9,1937,0.3430988,0.2772514820098877
9,1938,0.350097,0.28907060623168945
9,1939,0.32150054,0.29937744140625
9,1940,0.43823355,0.3081049919128418
9,1941,0.40042704,0.3152174949645996
9,1942,0.36370382,0.3207101821899414
9,1943,0.36871934,0.32460594177246094
9,1944,0.5064029,0.3269503116607666
9,1945,0.4053861,0.32781410217285156
9,1946,0.24348314,0.3272843360900879
9,1947,0.27109215,0.3254671096801758
9,1948,0.23763648,0.3224809169769287
9,1949,0.21849552,0.31845855712890625
9,1950,0.13567594,0.3135411739349365
9,1951,0.3011438,0.3078784942626953
9,1952,0.3776523,0.30162715911865234
9,1953,0.4399285,0.29494261741638184
9,1954,0.24554752,0.28798866271972656
9,1955,0.1649878,0.28092432022094727
9,1956,0.09913213,0.273911714553833
9,1957,0.32696283,0.2671055793762207
9,1958,0.3446652,0.26065945625305176
9,1959,0.31429294,0.25471973419189453
9,1960,0.24683817,0.24942350387573242
9,1961,0.34229797,0.24490571022033691
9,1962,0.29825503,0.2412872314453125
9,1963,0.32548714,0.23868012428283691
9,1964,0.056436215,0.23718523979187012
9,1965,0.15787727,0.2368922233581543
9,1966,0.21340014,0.23787903785705566
9,1967,0.24475846,0.24020814895629883
9,1968,0.19365019,0.24393248558044434
9,1969,0.33091152,0.24908804893493652
9,1970,0.27723366,0.25570034980773926
9,1971,0.1564087,0.2637779712677002
9,1972,0.26850644,0.2733163833618164
9,1973,0.4122479,0.2842991352081299
9,1974,0.18977118,0.2966928482055664
9,1975,0.25154352,0.3104548454284668
9,1976,0.14646085,0.32552599906921387
9,1977,0.46538624,0.34183788299560547
9,1978,0.3675537,0.35930848121643066
9,1979,0.45315588,0.37784719467163086
9,1980,0.5583698,0.3973500728607178
9,1981,0.6123098,0.417708158493042
9,1982,0.39656603,0.43880343437194824
9,1983,0.5861076,0.4605073928833008
9,1984,0.41029125,0.48269128799438477
9,1985,0.41202748,0.5052213668823242
9,1986,0.45798472,0.5279622077941895
9,1987,0.60532415,0.5507736206054688
9,1988,0.6444495,0.5735218524932861
9,1989,0.5415481,0.5960745811462402
9,1990,0.7228801,0.6183040142059326
9,1991,0.7011943,0.6400890350341797
9,1992,0.48719457,0.6613211631774902
9,1993,0.52800494,0.6819000244140625
9,1994,0.59584755,0.7017419338226318
9,1995,0.7391639,0.7207815647125244
9,1996,0.6389871,0.7389719486236572
9,1997,0.7846063,0.7562870979309082
9,1998,0.93963945,0.7727313041687012
9,1999,0.6867827,0.7883331775665283
9,2000,0.6933825,0.8031556606292725
9,2001,0.8515781,0.8172988891601562
9,2002,0.9057643,0.8308970928192139
9,2003,0.9064679,0.8441336154937744
9,2004,0.82966846,0.8572328090667725
9,2005,0.96916026,0.8704705238342285
9,2006,0.93485045,0.8841803073883057
9,2007,0.9539991,0.8987481594085693
9,2008,0.8279476,0.9146268367767334
9,2009,0.9590794,0.932335615158081
9,2010,1.0426692,0.9524643421173096
9,2011,0.8999955,0.9756793975830078
9,2012,0.9399048,1.0027291774749756
9,2013,0.9858731,1.0344460010528564
9,2014,1.0351694,1.0717527866363525
9,2015,1.1874121,1.1156702041625977
