X,Y
0.0,9.31073770494347
0.20408163265306123,0.24288394726548201
0.40816326530612246,0.6093130347339084
0.6122448979591837,4.3205405366032945
0.8163265306122449,10.220572129121859
1.0204081632653061,1.2816217852678147
1.2244897959183674,5.758454820251659
1.4285714285714286,3.3998296672794215
1.6326530612244898,7.946225985377702
1.836734693877551,9.698903103814143
2.0408163265306123,9.467033795503758
2.2448979591836737,4.153820747689662
2.4489795918367347,10.608587070496487
2.6530612244897958,8.090161480083308
2.857142857142857,13.630893747970262
3.0612244897959187,14.779061547209201
3.2653061224489797,13.438238491833902
3.4693877551020407,10.125194850997893
3.673469387755102,18.831450830598847
3.8775510204081636,12.184249091000694
4.081632653061225,8.822558938390177
4.285714285714286,16.35906078125784
4.4897959183673475,18.138307179203125
4.6938775510204085,16.84690712619849
4.8979591836734695,18.036998471669495
5.1020408163265305,16.92194434768822
5.3061224489795915,18.355898574881298
5.510204081632653,13.806790665578719
5.714285714285714,22.31837414858524
5.918367346938775,18.550613193683557
6.122448979591837,17.62499578163328
6.326530612244898,13.290044546821024
6.530612244897959,17.65726386925466
6.73469387755102,21.851786755601857
6.938775510204081,17.21983255580042
7.142857142857143,20.925095189095135
7.346938775510204,19.377880251209355
7.551020408163265,19.151190010438967
7.755102040816327,21.15725644210879
7.959183673469388,27.139732394843048
8.16326530612245,17.74447829352699
8.36734693877551,24.530143489299743
8.571428571428571,19.097785504472995
8.775510204081632,17.339752192036215
8.979591836734695,26.69753613520529
9.183673469387756,21.331878915638192
9.387755102040817,23.778008628227404
9.591836734693878,19.427711026692982
9.795918367346939,23.36459233917047
10.0,30.375182218889105
