X,Y
0.0,10.952094782997028
0.20408163265306123,5.035260439495855
0.40816326530612246,9.345276124479867
0.6122448979591837,10.613474383504334
0.8163265306122449,7.670307468387893
1.0204081632653061,10.601202744193358
1.2244897959183674,12.370869789800828
1.4285714285714286,9.0725601861865
1.6326530612244898,7.805157435334751
1.836734693877551,10.100087924961674
2.0408163265306123,7.328542104039644
2.2448979591836737,5.842980595752598
2.4489795918367347,4.5692135671874325
2.6530612244897958,10.01253223848348
2.857142857142857,7.877917858571304
3.0612244897959187,8.585125641410434
3.2653061224489797,7.24743521536084
3.4693877551020407,16.58397377929223
3.673469387755102,16.07066057837039
3.8775510204081636,13.739680374017984
4.081632653061225,14.016329331794536
4.285714285714286,12.010710976721931
4.4897959183673475,14.896003702303249
4.6938775510204085,12.653722516514765
4.8979591836734695,17.272549547194256
5.1020408163265305,15.426924259966752
5.3061224489795915,14.651608875546358
5.510204081632653,13.547192225712966
5.714285714285714,16.85562990628929
5.918367346938775,18.97434938436353
6.122448979591837,15.70596574568366
6.326530612244898,13.872765595751122
6.530612244897959,14.827502637903105
6.73469387755102,21.087056893216854
6.938775510204081,17.884380245805083
7.142857142857143,19.706269777112933
7.346938775510204,18.74323624675986
7.551020408163265,16.74832615006934
7.755102040816327,21.39742270286323
7.959183673469388,20.4535752677551
8.16326530612245,22.148720298668167
8.36734693877551,24.48802077489178
8.571428571428571,21.88411175894535
8.775510204081632,18.305829055281862
8.979591836734695,26.44430269107389
9.183673469387756,20.64484005315753
9.387755102040817,22.44706714279596
9.591836734693878,26.67932868602744
9.795918367346939,26.83605630719958
10.0,23.28336532466322
